ticket_no,request_id,requestor_seniority,filed_against,ticket_type,severity,priority,max_day,severity_score,priority_score,risk_score,high_risk
16782,1523,4 - Management,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
16783,288,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
16784,782,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
16785,1346,1 - Junior,Software,Request,2 - Normal,1 - Low,18,2,1,37,1
16786,1952,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,1,2,1,3,0
16787,37,1 - Junior,Systems,Request,2 - Normal,1 - Low,5,2,1,11,1
16788,871,2 - Regular,Software,Request,2 - Normal,2 - Medium,7,2,2,16,1
16789,1495,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,1,2,1,3,0
16790,1455,1 - Junior,Systems,Request,2 - Normal,2 - Medium,17,2,2,36,1
16791,1219,2 - Regular,Systems,Issue,2 - Normal,3 - High,1,2,3,5,0
16792,1986,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,5,2,0,10,0
16793,988,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,15,2,0,30,1
16794,311,3 - Senior,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
16795,404,2 - Regular,Hardware,Request,2 - Normal,1 - Low,28,2,1,57,1
16796,1407,4 - Management,Hardware,Issue,2 - Normal,3 - High,5,2,3,13,1
16797,64,2 - Regular,Software,Request,2 - Normal,3 - High,14,2,3,31,1
16798,664,2 - Regular,Systems,Request,2 - Normal,2 - Medium,5,2,2,12,1
16799,956,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
16800,1457,4 - Management,Systems,Issue,3 - Major,0 - Unassigned,6,3,0,18,1
16801,1834,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
16802,1464,3 - Senior,Hardware,Request,2 - Normal,3 - High,10,2,3,23,1
16803,1574,1 - Junior,Hardware,Request,2 - Normal,0 - Unassigned,12,2,0,24,1
16804,687,1 - Junior,Systems,Request,2 - Normal,1 - Low,6,2,1,13,1
16805,1057,2 - Regular,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
16806,1839,3 - Senior,Systems,Request,3 - Major,0 - Unassigned,20,3,0,60,1
16807,1341,2 - Regular,Software,Request,2 - Normal,2 - Medium,4,2,2,10,0
16808,592,3 - Senior,Systems,Request,2 - Normal,3 - High,8,2,3,19,1
16809,44,3 - Senior,Hardware,Request,2 - Normal,3 - High,12,2,3,27,1
16810,69,2 - Regular,Systems,Request,2 - Normal,3 - High,20,2,3,43,1
16811,639,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,14,2,0,28,1
16812,182,4 - Management,Systems,Issue,2 - Normal,3 - High,5,2,3,13,1
16813,1540,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,7,2,0,14,1
16814,1497,1 - Junior,Access/Login,Issue,2 - Normal,2 - Medium,1,2,2,4,0
16815,58,1 - Junior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
16816,1532,3 - Senior,Systems,Issue,2 - Normal,3 - High,3,2,3,9,0
16817,38,4 - Management,Access/Login,Request,2 - Normal,1 - Low,1,2,1,3,0
16818,1341,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
16819,451,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
16820,2,2 - Regular,Systems,Request,3 - Major,1 - Low,24,3,1,73,1
16821,672,3 - Senior,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
16822,1900,4 - Management,Systems,Issue,2 - Normal,3 - High,8,2,3,19,1
16823,246,4 - Management,Software,Request,3 - Major,3 - High,23,3,3,72,1
16824,1469,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
16825,1745,3 - Senior,Systems,Request,3 - Major,3 - High,8,3,3,27,1
16826,1717,3 - Senior,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
16827,1689,2 - Regular,Systems,Request,2 - Normal,3 - High,7,2,3,17,1
16828,1981,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,33,2,0,66,1
16829,1845,3 - Senior,Hardware,Request,2 - Normal,3 - High,35,2,3,73,1
16830,641,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
16831,1576,2 - Regular,Systems,Request,1 - Minor,2 - Medium,5,1,2,7,0
16832,534,1 - Junior,Software,Request,2 - Normal,1 - Low,9,2,1,19,1
16833,1544,2 - Regular,Systems,Request,2 - Normal,3 - High,7,2,3,17,1
16834,935,2 - Regular,Systems,Request,2 - Normal,1 - Low,7,2,1,15,1
16835,104,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
16836,166,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1,2,0,2,0
16837,584,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
16838,492,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,8,2,0,16,1
16839,279,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,4,2,0,8,0
16840,1113,2 - Regular,Software,Issue,2 - Normal,0 - Unassigned,1,2,0,2,0
16841,140,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
16842,13,2 - Regular,Software,Request,2 - Normal,3 - High,11,2,3,25,1
16843,1236,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,6,2,0,12,1
16844,1670,3 - Senior,Systems,Issue,2 - Normal,2 - Medium,3,2,2,8,0
16845,736,3 - Senior,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
16846,514,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,20,2,0,40,1
16847,586,4 - Management,Systems,Request,4 - Critical,3 - High,13,4,3,55,1
16848,1408,1 - Junior,Systems,Issue,2 - Normal,2 - Medium,2,2,2,6,0
16849,83,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
16850,1693,4 - Management,Hardware,Request,2 - Normal,0 - Unassigned,13,2,0,26,1
16851,715,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,3,2,0,6,0
16852,564,2 - Regular,Access/Login,Request,2 - Normal,3 - High,1,2,3,5,0
16853,453,2 - Regular,Systems,Issue,2 - Normal,3 - High,2,2,3,7,0
16854,316,4 - Management,Hardware,Issue,2 - Normal,0 - Unassigned,21,2,0,42,1
16855,1352,1 - Junior,Systems,Issue,1 - Minor,2 - Medium,1,1,2,3,0
16856,838,2 - Regular,Software,Issue,2 - Normal,2 - Medium,1,2,2,4,0
16857,314,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
16858,1775,2 - Regular,Software,Request,2 - Normal,3 - High,2,2,3,7,0
16859,215,3 - Senior,Systems,Request,2 - Normal,2 - Medium,18,2,2,38,1
16860,383,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
16861,451,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
16862,781,1 - Junior,Systems,Issue,2 - Normal,0 - Unassigned,3,2,0,6,0
16863,1976,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
16864,34,3 - Senior,Systems,Request,2 - Normal,3 - High,8,2,3,19,1
16865,1953,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,3,2,0,6,0
16866,513,4 - Management,Software,Issue,2 - Normal,3 - High,2,2,3,7,0
16867,472,2 - Regular,Software,Issue,2 - Normal,0 - Unassigned,3,2,0,6,0
16868,1893,2 - Regular,Access/Login,Issue,2 - Normal,2 - Medium,0,2,2,2,0
16869,1362,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,25,2,2,52,1
16870,618,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
16871,1163,4 - Management,Software,Request,2 - Normal,0 - Unassigned,4,2,0,8,0
16872,1211,2 - Regular,Software,Issue,2 - Normal,2 - Medium,1,2,2,4,0
16873,189,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,26,2,2,54,1
16874,1533,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
16875,181,2 - Regular,Systems,Request,2 - Normal,1 - Low,16,2,1,33,1
16876,561,3 - Senior,Hardware,Request,2 - Normal,0 - Unassigned,13,2,0,26,1
16877,1538,4 - Management,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
16878,1452,1 - Junior,Systems,Issue,2 - Normal,1 - Low,3,2,1,7,0
16879,1171,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,10,2,0,20,1
16880,1275,1 - Junior,Access/Login,Issue,2 - Normal,2 - Medium,0,2,2,2,0
16881,630,1 - Junior,Systems,Request,2 - Normal,2 - Medium,5,2,2,12,1
16882,1897,2 - Regular,Software,Issue,2 - Normal,3 - High,5,2,3,13,1
16883,1080,2 - Regular,Systems,Request,2 - Normal,1 - Low,16,2,1,33,1
16884,236,2 - Regular,Hardware,Request,2 - Normal,3 - High,11,2,3,25,1
16885,1513,2 - Regular,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
16886,1506,1 - Junior,Software,Request,2 - Normal,2 - Medium,3,2,2,8,0
16887,971,1 - Junior,Systems,Issue,2 - Normal,3 - High,1,2,3,5,0
16888,1355,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,2,2,0,4,0
16889,1136,2 - Regular,Systems,Request,3 - Major,1 - Low,15,3,1,46,1
16890,1775,2 - Regular,Systems,Request,2 - Normal,3 - High,9,2,3,21,1
16891,1749,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
16892,354,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1,2,0,2,0
16893,1509,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
16894,454,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,6,2,0,12,1
16895,1067,3 - Senior,Systems,Issue,2 - Normal,0 - Unassigned,2,2,0,4,0
16896,353,2 - Regular,Access/Login,Issue,2 - Normal,2 - Medium,0,2,2,2,0
16897,1032,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
16898,76,3 - Senior,Systems,Request,2 - Normal,3 - High,8,2,3,19,1
16899,1396,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,2,2,0,4,0
16900,740,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,12,2,0,24,1
16901,1730,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,21,2,0,42,1
16902,1790,3 - Senior,Software,Issue,2 - Normal,0 - Unassigned,1,2,0,2,0
16903,1269,2 - Regular,Systems,Issue,2 - Normal,3 - High,4,2,3,11,1
16904,468,1 - Junior,Software,Request,2 - Normal,2 - Medium,8,2,2,18,1
16905,1341,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,10,2,2,22,1
16906,98,2 - Regular,Access/Login,Issue,1 - Minor,3 - High,0,1,3,3,0
16907,1960,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
16908,1976,4 - Management,Software,Request,2 - Normal,3 - High,14,2,3,31,1
16909,1034,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,8,2,0,16,1
16910,1571,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,1,2,2,4,0
16911,1987,1 - Junior,Systems,Issue,2 - Normal,2 - Medium,8,2,2,18,1
16912,1595,3 - Senior,Systems,Issue,4 - Critical,3 - High,2,4,3,11,1
16913,1634,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1,2,0,2,0
16914,1311,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,18,2,0,36,1
16915,367,2 - Regular,Hardware,Issue,2 - Normal,0 - Unassigned,6,2,0,12,1
16916,832,2 - Regular,Systems,Request,2 - Normal,1 - Low,13,2,1,27,1
16917,691,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,8,2,0,16,1
16918,253,3 - Senior,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
16919,1156,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,1,2,1,3,0
16920,904,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,20,2,0,40,1
16921,824,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,5,2,0,10,0
16922,1020,1 - Junior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
16923,1824,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,6,2,0,12,1
16924,1242,2 - Regular,Access/Login,Request,2 - Normal,3 - High,1,2,3,5,0
16925,1095,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,1,2,2,4,0
16926,435,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,7,2,0,14,1
16927,515,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
16928,1036,3 - Senior,Software,Request,2 - Normal,3 - High,10,2,3,23,1
16929,1552,1 - Junior,Systems,Issue,2 - Normal,1 - Low,8,2,1,17,1
16930,676,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
16931,878,2 - Regular,Systems,Request,2 - Normal,1 - Low,13,2,1,27,1
16932,47,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,15,2,0,30,1
16933,1877,4 - Management,Systems,Issue,3 - Major,0 - Unassigned,1,3,0,3,0
16934,312,3 - Senior,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
16935,766,3 - Senior,Software,Request,2 - Normal,3 - High,2,2,3,7,0
16936,727,2 - Regular,Software,Request,2 - Normal,2 - Medium,9,2,2,20,1
16937,751,2 - Regular,Access/Login,Issue,3 - Major,3 - High,0,3,3,3,0
16938,1420,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,10,2,0,20,1
16939,702,3 - Senior,Software,Request,2 - Normal,3 - High,3,2,3,9,0
16940,645,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
16941,586,4 - Management,Access/Login,Issue,4 - Critical,3 - High,0,4,3,3,0
16942,1786,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
16943,1196,1 - Junior,Systems,Request,2 - Normal,1 - Low,13,2,1,27,1
16944,611,2 - Regular,Systems,Issue,2 - Normal,3 - High,1,2,3,5,0
16945,1229,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,14,2,0,28,1
16946,1426,4 - Management,Access/Login,Request,1 - Minor,0 - Unassigned,0,1,0,0,0
16947,576,3 - Senior,Systems,Issue,2 - Normal,0 - Unassigned,7,2,0,14,1
16948,1010,3 - Senior,Hardware,Request,2 - Normal,3 - High,13,2,3,29,1
16949,1902,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
16950,186,3 - Senior,Software,Request,2 - Normal,3 - High,5,2,3,13,1
16951,1739,2 - Regular,Software,Request,2 - Normal,3 - High,4,2,3,11,1
16952,1389,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
16953,1073,4 - Management,Software,Request,2 - Normal,0 - Unassigned,11,2,0,22,1
16954,852,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,1,2,0,2,0
16955,655,1 - Junior,Systems,Issue,2 - Normal,2 - Medium,3,2,2,8,0
16956,711,2 - Regular,Software,Request,2 - Normal,3 - High,13,2,3,29,1
16957,1014,1 - Junior,Software,Request,2 - Normal,3 - High,3,2,3,9,0
16958,1663,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,24,2,0,48,1
16959,1565,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,8,2,0,16,1
16960,862,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
16961,985,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,15,2,0,30,1
16962,1236,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
16963,1444,4 - Management,Software,Request,2 - Normal,3 - High,2,2,3,7,0
16964,1577,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
16965,1280,4 - Management,Systems,Request,2 - Normal,3 - High,21,2,3,45,1
16966,1583,1 - Junior,Hardware,Issue,2 - Normal,0 - Unassigned,11,2,0,22,1
16967,1831,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,14,2,0,28,1
16968,1057,2 - Regular,Systems,Issue,3 - Major,3 - High,2,3,3,9,0
16969,45,2 - Regular,Access/Login,Issue,1 - Minor,1 - Low,0,1,1,1,0
16970,1295,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
16971,1804,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
16972,329,4 - Management,Software,Issue,2 - Normal,3 - High,4,2,3,11,1
16973,588,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
16974,1851,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
16975,347,3 - Senior,Hardware,Request,2 - Normal,3 - High,13,2,3,29,1
16976,1494,2 - Regular,Software,Request,2 - Normal,2 - Medium,16,2,2,34,1
16977,1734,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
16978,170,3 - Senior,Systems,Request,2 - Normal,3 - High,15,2,3,33,1
16979,472,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,3,2,0,6,0
16980,92,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
16981,1161,2 - Regular,Systems,Request,2 - Normal,3 - High,7,2,3,17,1
16982,1409,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
16983,1679,2 - Regular,Software,Request,2 - Normal,1 - Low,4,2,1,9,0
16984,301,3 - Senior,Systems,Issue,2 - Normal,0 - Unassigned,5,2,0,10,0
16985,1046,2 - Regular,Systems,Request,2 - Normal,3 - High,15,2,3,33,1
16986,24,4 - Management,Hardware,Request,2 - Normal,3 - High,17,2,3,37,1
16987,474,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
16988,496,2 - Regular,Hardware,Request,2 - Normal,3 - High,13,2,3,29,1
16989,360,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,7,2,0,14,1
16990,1271,2 - Regular,Hardware,Issue,2 - Normal,2 - Medium,7,2,2,16,1
16991,1512,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,3,2,0,6,0
16992,1037,1 - Junior,Systems,Request,1 - Minor,2 - Medium,13,1,2,15,1
16993,500,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,14,2,0,28,1
16994,1542,4 - Management,Systems,Request,2 - Normal,3 - High,7,2,3,17,1
16995,1945,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
16996,1815,2 - Regular,Systems,Request,2 - Normal,1 - Low,17,2,1,35,1
16997,1495,2 - Regular,Systems,Request,2 - Normal,2 - Medium,8,2,2,18,1
16998,1088,2 - Regular,Software,Request,2 - Normal,3 - High,4,2,3,11,1
16999,707,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
17000,1894,1 - Junior,Hardware,Issue,2 - Normal,1 - Low,13,2,1,27,1
17001,1786,1 - Junior,Software,Issue,2 - Normal,0 - Unassigned,2,2,0,4,0
17002,674,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,6,2,0,12,1
17003,1211,2 - Regular,Systems,Request,2 - Normal,2 - Medium,5,2,2,12,1
17004,1368,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
17005,1450,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
17006,1813,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,5,2,0,10,0
17007,1655,3 - Senior,Systems,Issue,2 - Normal,0 - Unassigned,7,2,0,14,1
17008,920,2 - Regular,Access/Login,Request,3 - Major,0 - Unassigned,0,3,0,0,0
17009,689,4 - Management,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
17010,416,3 - Senior,Hardware,Request,2 - Normal,3 - High,12,2,3,27,1
17011,588,4 - Management,Systems,Issue,2 - Normal,3 - High,8,2,3,19,1
17012,814,3 - Senior,Systems,Issue,2 - Normal,3 - High,1,2,3,5,0
17013,135,1 - Junior,Systems,Request,2 - Normal,2 - Medium,10,2,2,22,1
17014,985,2 - Regular,Software,Request,2 - Normal,3 - High,6,2,3,15,1
17015,364,3 - Senior,Systems,Issue,1 - Minor,3 - High,1,1,3,4,0
17016,809,4 - Management,Access/Login,Request,3 - Major,0 - Unassigned,0,3,0,0,0
17017,770,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
17018,858,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
17019,168,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
17020,721,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,16,2,0,32,1
17021,1812,4 - Management,Systems,Issue,2 - Normal,3 - High,1,2,3,5,0
17022,1112,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
17023,1879,3 - Senior,Systems,Request,2 - Normal,3 - High,9,2,3,21,1
17024,361,2 - Regular,Hardware,Request,2 - Normal,3 - High,14,2,3,31,1
17025,1931,2 - Regular,Systems,Request,3 - Major,3 - High,6,3,3,21,1
17026,1561,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
17027,1862,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,5,2,0,10,0
17028,1649,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
17029,919,2 - Regular,Systems,Request,2 - Normal,1 - Low,15,2,1,31,1
17030,1817,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
17031,743,4 - Management,Systems,Issue,2 - Normal,3 - High,2,2,3,7,0
17032,1130,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
17033,1320,1 - Junior,Access/Login,Issue,0 - Unclassified,2 - Medium,0,0,2,2,0
17034,387,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1,2,0,2,0
17035,1843,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
17036,894,2 - Regular,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
17037,569,3 - Senior,Software,Request,2 - Normal,3 - High,12,2,3,27,1
17038,1752,3 - Senior,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
17039,126,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
17040,983,2 - Regular,Systems,Request,2 - Normal,2 - Medium,8,2,2,18,1
17041,716,2 - Regular,Systems,Request,2 - Normal,1 - Low,18,2,1,37,1
17042,154,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
17043,350,3 - Senior,Access/Login,Issue,1 - Minor,0 - Unassigned,2,1,0,2,0
17044,338,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,1,2,0,2,0
17045,1557,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,4,2,0,8,0
17046,260,3 - Senior,Software,Request,1 - Minor,2 - Medium,4,1,2,6,0
17047,41,2 - Regular,Systems,Request,2 - Normal,1 - Low,5,2,1,11,1
17048,1490,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,9,2,0,18,1
17049,817,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,9,2,0,18,1
17050,1853,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,19,2,0,38,1
17051,1664,2 - Regular,Access/Login,Request,1 - Minor,0 - Unassigned,1,1,0,1,0
17052,1189,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,6,2,0,12,1
17053,338,1 - Junior,Software,Issue,2 - Normal,2 - Medium,0,2,2,2,0
17054,766,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
17055,492,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,7,2,0,14,1
17056,1397,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,1,2,1,3,0
17057,1398,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,1,2,0,2,0
17058,445,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
17059,1545,3 - Senior,Hardware,Request,2 - Normal,0 - Unassigned,29,2,0,58,1
17060,1846,2 - Regular,Systems,Request,2 - Normal,3 - High,28,2,3,59,1
17061,1486,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,13,2,0,26,1
17062,249,1 - Junior,Hardware,Request,2 - Normal,1 - Low,28,2,1,57,1
17063,1695,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,16,2,0,32,1
17064,1404,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1,2,0,2,0
17065,1100,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,1,2,1,3,0
17066,517,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
17067,1456,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
17068,1611,3 - Senior,Software,Request,2 - Normal,3 - High,4,2,3,11,1
17069,108,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
17070,1094,1 - Junior,Software,Request,2 - Normal,2 - Medium,5,2,2,12,1
17071,362,2 - Regular,Systems,Issue,2 - Normal,1 - Low,4,2,1,9,0
17072,1436,3 - Senior,Software,Request,2 - Normal,3 - High,10,2,3,23,1
17073,836,1 - Junior,Systems,Request,2 - Normal,1 - Low,8,2,1,17,1
